Sale_ID,Farmer_ID,Farm_ID,Market_ID,Crop,Quantity_Sold_kg,Market_Price_Naira,Transport_Cost,Storage_Cost,Loss_Transit_kg,Stored_kg,Capacity_kg,Sale_Date
S0549,F106,FP1170,M783,Rice,1801.41,350.51,9700.41,996.5,48.53,1450.58,1677.19,26/12/2024
S0550,F112,FP0376,M891,Sorghum,2136.47,116.48,7501.91,3339.34,101.74,1683.09,2044.19,13/12/2024
S0551,F297,FP0979,M901,Yam,2301.21,315.93,5541.69,3452.88,86.31,2173.62,2449.93,31/01/2024
S0552,F150,FP0759,M779,Cassava,1264.07,227.87,7970.44,2637.45,8.02,1261.22,1606.05,07/05/2024
S0553,F251,FP1257,M841,Yam,631.12,144.33,5887.0,1272.2,7.81,469.47,546.66,07/09/2024
S0554,F256,FP0030,M281,Yam,1442.49,168.0,4344.35,2492.26,45.28,1071.27,1313.89,19/08/2024
S0555,F206,FP1017,M494,Yam,2548.05,206.68,3319.06,2662.88,97.96,1841.36,2318.12,20/09/2024
S0556,F099,FP1483,M523,Yam,1233.67,264.1,2842.93,1657.59,54.12,1141.07,1413.72,06/09/2024
S0557,F121,FP0810,M978,Maize,1313.38,172.54,1181.29,4977.45,50.84,1048.32,1153.67,22/08/2024
S0558,F262,FP0953,M999,Sorghum,1836.34,211.2,2801.87,1781.87,78.05,1635.17,2026.72,22/07/2024
S0559,F246,FP0642,M474,Rice,1314.62,338.87,6903.1,1468.26,13.93,1006.14,1193.21,14/06/2024
S0560,F063,FP1000,M892,Sorghum,2036.74,221.27,7420.49,2596.48,58.86,1931.85,2255.53,05/09/2024
S0561,F292,FP0981,M520,Maize,1504.59,285.85,1029.08,2084.97,57.34,1409.04,1801.92,20/02/2024
S0562,F180,FP1148,M381,Cassava,2138.68,185.75,1135.67,1986.78,1.74,1898.84,2406.48,13/08/2024
S0563,F275,FP0461,M618,Cassava,2136.57,74.08,3661.99,1563.74,45.7,1788.21,2321.75,28/11/2024
S0564,F281,FP0838,M831,Maize,1849.96,300.6,2691.27,372.26,81.08,1462.5,1864.52,01/12/2024
S0565,F030,FP0045,M787,Cassava,1605.04,251.06,3108.51,3912.37,53.33,1297.08,1448.17,27/01/2024
S0566,F022,FP0692,M948,Cassava,1141.43,294.32,3526.4,2449.9,39.92,934.72,1085.31,07/08/2024
S0567,F116,FP0239,M335,Yam,1952.53,183.93,6033.03,4459.49,0.11,1750.73,2172.2,09/02/2024
S0568,F126,FP0278,M954,Maize,1612.25,322.76,4890.04,2301.27,54.82,1192.76,1365.99,05/01/2024
S0569,F159,FP0384,M163,Yam,1283.09,240.87,7105.58,3335.62,63.39,1165.92,1473.05,21/12/2024
S0570,F187,FP1162,M130,Maize,1659.87,112.18,8079.48,4658.86,31.79,1227.73,1367.89,22/02/2024
S0571,F245,FP0927,M107,Cassava,2913.01,240.76,3683.42,2411.36,19.97,2312.95,2951.78,24/11/2024
S0572,F095,FP1249,M971,Maize,1908.73,180.93,6326.9,1913.63,50.63,1904.69,2149.58,08/11/2024
S0573,F108,FP0531,M410,Cassava,2093.17,212.27,3959.24,2592.82,75.61,1873.4,2225.64,29/07/2024
S0574,F096,FP1405,M778,Maize,1296.87,215.92,2899.72,4136.24,14.09,1147.5,1363.78,12/03/2024
S0575,F042,FP0303,M421,Yam,2485.27,288.66,2670.38,3913.65,47.72,2300.7,2802.06,10/06/2024
S0576,F283,FP0336,M162,Cassava,1985.0,191.39,5734.34,1148.11,63.98,1860.59,2138.85,10/10/2024
S0577,F201,FP0522,M864,Maize,1300.05,223.4,5866.23,3582.7,18.52,1144.43,1423.94,03/12/2024
S0578,F124,FP1432,M923,Cassava,2564.68,233.33,7333.78,3764.3,77.83,2469.14,2817.51,19/07/2024
S0579,F101,FP1180,M340,Cassava,2427.99,210.66,5025.0,7302.6,109.01,1914.86,2127.24,10/09/2024
S0580,F128,FP0314,M332,Maize,965.7,314.11,5266.21,2801.64,30.81,787.78,904.54,27/09/2024
S0581,F164,FP0148,M530,Rice,1003.93,301.19,1922.49,3760.7,18.13,970.42,1069.8,08/03/2024
S0582,F149,FP1128,M755,Sorghum,1682.67,250.07,4523.78,3069.0,35.41,1373.15,1740.87,15/12/2024
S0583,F087,FP1166,M317,Maize,1347.69,322.09,3243.35,2432.99,66.53,1013.24,1210.01,09/01/2024
S0584,F109,FP0372,M855,Maize,1915.72,285.25,6762.82,4081.7,20.67,1678.57,1851.06,22/07/2024
S0585,F083,FP1134,M950,Yam,1341.86,334.88,5246.21,4386.5,33.62,1143.24,1401.29,04/08/2024
S0586,F219,FP0072,M247,Sorghum,1578.13,323.64,2735.43,2906.38,42.34,1436.96,1604.35,19/03/2024
S0587,F054,FP0528,M611,Cassava,1767.24,262.95,4819.25,4465.98,45.18,1384.17,1608.38,20/03/2024
S0588,F129,FP0706,M925,Maize,1669.45,100.26,5542.78,4585.79,52.95,1437.26,1693.3,07/06/2024
S0589,F188,FP0709,M475,Maize,1306.89,339.3,5379.13,1510.85,55.31,1188.75,1481.17,05/05/2024
S0590,F243,FP1126,M987,Sorghum,2190.41,196.28,2636.25,3674.21,49.65,1589.94,1887.09,29/01/2024
S0591,F043,FP0211,M968,Maize,2843.02,168.97,4892.19,1526.54,105.29,2253.91,2813.64,07/01/2024
S0592,F020,FP0440,M211,Rice,2360.93,402.4,3498.6,2932.86,19.34,2154.04,2671.66,24/09/2024
S0593,F011,FP0806,M610,Rice,1762.88,228.51,8941.73,2970.8,22.85,1507.56,1906.31,05/03/2024
S0594,F220,FP1256,M328,Maize,1381.15,164.44,8179.68,3861.11,50.61,1277.47,1628.38,16/01/2024
S0595,F154,FP0652,M939,Rice,2499.8,146.05,5093.8,4045.48,65.48,2001.1,2373.03,30/12/2024
S0596,F269,FP0601,M381,Sorghum,1960.14,252.28,2947.26,4845.0,48.63,1945.47,2384.19,03/07/2024
S0597,F007,FP0366,M634,Cassava,1317.65,353.99,6357.86,2794.51,10.99,944.27,1200.99,10/05/2024
S0598,F028,FP0747,M367,Maize,1540.3,216.14,7133.37,2217.77,51.92,1435.56,1835.87,26/04/2024
S0599,F270,FP0334,M547,Maize,1396.89,235.56,870.09,1971.0,59.97,1288.26,1417.75,05/05/2024
S0600,F217,FP0947,M358,Cassava,1336.11,223.24,8166.95,1323.33,61.48,953.71,1118.51,19/01/2024
S0601,F087,FP0217,M490,Yam,2796.42,185.45,3700.96,3615.84,103.56,2421.31,3106.03,24/04/2024
S0602,F230,FP0820,M673,Rice,1540.03,205.56,4440.38,1553.19,55.46,1226.7,1451.49,09/02/2024
S0603,F218,FP1284,M513,Maize,2052.98,189.02,4757.35,2388.67,69.12,1789.09,2010.72,01/04/2024
S0604,F244,FP1307,M544,Yam,1372.22,168.04,4591.41,4205.88,3.15,1052.43,1266.24,05/02/2024
S0605,F047,FP1211,M031,Rice,1414.63,209.18,3487.35,3258.83,54.71,1362.43,1734.65,16/06/2024
S0606,F158,FP1302,M203,Rice,2401.24,262.2,2216.11,1483.44,44.29,1743.1,2076.64,15/10/2024
S0607,F087,FP1114,M749,Rice,2097.89,168.78,8083.35,630.88,25.45,1962.27,2448.75,29/10/2024
S0608,F095,FP1381,M542,Sorghum,1728.91,338.51,4555.05,6070.29,67.07,1714.31,2227.84,05/05/2024
S0609,F271,FP0770,M692,Sorghum,1462.53,211.78,4559.03,2603.08,1.75,1089.83,1402.04,26/06/2024
S0610,F186,FP0364,M955,Rice,2609.19,221.73,4470.71,955.38,1.25,2324.22,2878.99,01/01/2024
S0611,F098,FP0605,M984,Rice,1479.8,182.79,7538.35,3319.42,54.61,1372.78,1613.37,23/02/2024
S0612,F185,FP1109,M567,Maize,2420.57,280.16,6124.69,2418.3,50.81,1843.41,2390.21,13/03/2024
S0613,F179,FP0433,M265,Sorghum,1651.1,157.63,5998.18,3845.19,76.06,1508.27,1687.16,30/07/2024
S0614,F251,FP0890,M783,Maize,2195.6,204.42,5862.24,2047.06,106.99,1998.55,2347.29,24/10/2024
S0615,F111,FP1318,M999,Maize,2077.47,138.6,3342.14,2067.45,85.17,1513.8,1705.6,30/10/2024
S0616,F045,FP1160,M855,Cassava,1684.26,239.16,5400.48,3012.42,81.2,1465.89,1740.01,29/05/2024
S0617,F015,FP0839,M614,Rice,1476.21,184.13,298.2,5027.25,59.11,1148.93,1336.21,11/06/2024
S0618,F200,FP0952,M369,Cassava,2255.88,118.66,1724.79,3179.4,106.43,1885.53,2162.18,26/10/2024
S0619,F018,FP1214,M141,Rice,1959.58,249.17,4474.92,2247.95,44.05,1435.77,1609.69,27/07/2024
S0620,F092,FP0179,M056,Yam,1318.91,275.17,4395.64,904.71,50.8,971.01,1137.69,06/06/2024
S0621,F068,FP0814,M249,Rice,1619.34,235.51,8060.39,3997.39,7.32,1358.63,1726.13,26/12/2024
S0622,F269,FP0148,M118,Rice,1337.72,128.17,2477.16,3761.01,55.91,1216.07,1347.49,16/03/2024
S0623,F175,FP0588,M495,Sorghum,1332.66,254.8,9020.96,1513.96,23.7,969.33,1114.38,26/01/2024
S0624,F026,FP0750,M999,Maize,2295.1,269.73,4007.9,3893.47,113.69,2072.83,2387.97,26/07/2024
S0625,F214,FP1464,M502,Maize,1036.35,120.85,6061.13,2217.59,28.51,991.14,1200.46,24/08/2024
S0626,F289,FP0915,M540,Maize,2269.16,175.51,5679.45,3423.0,13.78,1657.79,2086.76,23/04/2024
S0627,F098,FP0127,M483,Maize,1879.86,214.36,8936.95,2322.05,34.99,1389.62,1757.5,25/10/2024
S0628,F150,FP0528,M540,Maize,2369.37,377.92,3068.67,5443.75,8.88,2075.18,2663.46,11/04/2024
S0629,F064,FP1367,M939,Rice,1509.11,157.83,6471.05,5487.73,9.72,1464.97,1741.39,03/03/2024
S0630,F225,FP0313,M615,Sorghum,1711.03,276.39,9191.69,5391.66,14.37,1219.64,1454.05,09/08/2024
S0631,F168,FP0435,M682,Yam,2139.47,183.13,3809.61,2947.27,3.15,2025.02,2387.5,29/03/2024
S0632,F245,FP0109,M825,Yam,1278.77,325.85,6313.89,4242.1,17.58,1030.92,1321.29,17/03/2024
S0633,F148,FP0101,M758,Rice,1668.93,410.91,8619.03,788.64,20.51,1185.6,1450.98,12/09/2024
S0634,F297,FP0134,M331,Rice,876.3,248.37,6987.86,1637.69,2.67,721.72,873.38,15/07/2024
S0635,F168,FP0771,M503,Sorghum,1832.08,214.79,3656.88,3169.42,81.04,1357.88,1547.84,07/05/2024
S0636,F035,FP0702,M001,Yam,1355.28,217.01,5458.15,4611.48,53.86,1205.15,1519.01,31/12/2024
S0637,F211,FP1049,M528,Sorghum,1912.17,303.28,2938.62,1707.17,46.34,1544.52,1867.18,14/09/2024
S0638,F236,FP0872,M439,Sorghum,1327.9,205.99,2758.08,28.13,1.73,1057.65,1220.62,22/04/2024
S0639,F070,FP0873,M048,Yam,2600.97,357.63,6120.47,1784.42,36.53,1843.54,2326.8,28/09/2024
S0640,F274,FP0956,M600,Cassava,2173.85,306.41,7479.17,2405.66,25.3,1754.8,2135.24,21/02/2024
S0641,F209,FP0272,M143,Maize,2334.19,282.29,9607.28,780.83,62.29,1807.5,2075.43,22/04/2024
S0642,F013,FP0772,M938,Cassava,2429.62,320.25,3332.73,4011.67,47.19,2120.35,2749.1,31/03/2024
S0643,F191,FP1390,M768,Rice,1973.83,175.49,4446.73,3676.34,72.84,1521.75,1770.71,29/10/2024
S0644,F164,FP0376,M653,Sorghum,1563.07,214.39,2734.67,4138.77,74.06,1107.38,1373.28,13/03/2024
S0645,F130,FP0572,M791,Yam,2195.9,295.01,7425.57,3720.9,108.48,1908.09,2170.73,04/10/2024
S0646,F179,FP0197,M735,Cassava,1698.66,188.22,3028.39,2573.77,7.67,1346.55,1613.28,04/11/2024
S0647,F220,FP1130,M375,Sorghum,2397.38,302.63,1043.55,3070.4,0.08,1835.54,2212.36,13/04/2024
S0648,F192,FP0325,M999,Rice,2748.88,173.65,6642.91,3068.42,24.39,2589.26,3024.65,31/01/2024
S0649,F015,FP0217,M492,Maize,2032.4,271.22,1983.62,1264.53,93.21,1436.04,1748.12,26/09/2024
S0650,F232,FP0595,M554,Yam,1788.49,188.99,6560.25,3126.09,33.41,1713.73,2214.33,27/10/2024
S0651,F036,FP0518,M920,Cassava,1956.28,268.5,4211.35,2772.22,13.35,1428.69,1657.78,11/08/2024
S0652,F115,FP0894,M482,Cassava,1230.15,290.28,4971.29,2804.82,39.93,1153.33,1490.26,28/12/2024
S0653,F222,FP0827,M328,Rice,1924.82,200.23,4214.91,4038.18,89.39,1906.77,2361.94,24/04/2024
S0654,F109,FP0669,M191,Rice,2115.61,281.27,5460.88,2015.94,40.03,1903.33,2403.7,06/03/2024
S0655,F237,FP0616,M519,Sorghum,2537.02,333.21,4592.55,5709.77,89.05,1911.17,2102.97,19/07/2024
S0656,F041,FP1147,M843,Cassava,1624.64,313.5,7193.4,5135.94,46.1,1551.9,1946.34,04/11/2024
S0657,F187,FP0383,M209,Sorghum,2530.64,110.93,7550.78,2772.43,77.36,2013.04,2539.98,23/02/2024
S0658,F099,FP0116,M270,Cassava,2066.68,298.76,7436.39,4586.05,77.02,2027.43,2287.2,26/06/2024
S0659,F024,FP0663,M850,Maize,2236.1,217.94,6866.26,2665.92,98.98,2224.28,2521.39,28/12/2024
S0660,F264,FP0387,M702,Maize,2332.59,341.68,4719.25,3461.42,39.16,2101.68,2618.39,15/05/2024
S0661,F256,FP1246,M884,Maize,1537.72,334.65,5848.13,3059.17,26.95,1173.13,1453.08,01/01/2024
S0662,F098,FP1106,M502,Cassava,1082.05,147.89,3978.37,2938.59,22.7,773.06,918.12,30/07/2024
S0663,F014,FP0392,M347,Maize,1690.26,170.96,4637.1,2840.49,46.15,1433.21,1685.09,02/09/2024
S0664,F093,FP0340,M597,Cassava,2297.79,359.22,7482.78,2476.53,87.11,2152.15,2616.18,24/03/2024
S0665,F130,FP1156,M597,Maize,1378.75,268.22,7439.42,4194.14,2.3,1151.79,1451.07,12/06/2024
S0666,F069,FP0448,M528,Yam,2229.31,207.24,7227.39,82.4,38.1,1735.16,1945.02,23/03/2024
S0667,F265,FP0612,M342,Maize,2365.62,235.34,5957.64,4019.36,106.23,2175.41,2630.96,22/06/2024
S0668,F097,FP0513,M216,Maize,1874.71,219.81,2870.28,1808.67,45.25,1646.39,2013.09,08/08/2024
S0669,F161,FP0284,M106,Cassava,1863.77,224.38,4787.02,2319.31,82.91,1831.59,2075.19,28/01/2024
S0670,F229,FP0171,M295,Sorghum,1513.03,316.53,5397.99,3249.16,14.37,1105.08,1261.02,03/10/2024
S0671,F286,FP0762,M999,Maize,2152.09,318.48,5554.72,2966.58,25.56,1677.73,1939.97,20/07/2024
S0672,F296,FP0582,M470,Rice,1961.04,239.22,5673.17,3369.02,15.06,1709.11,2167.1,02/01/2024
S0673,F285,FP0917,M474,Sorghum,2312.25,219.97,2157.69,2224.29,76.54,1915.19,2219.53,02/09/2024
S0674,F065,FP0241,M369,Rice,1537.31,312.09,5470.78,1011.31,13.13,1168.21,1291.04,11/02/2024
S0675,F286,FP0989,M534,Yam,1470.5,123.49,5527.86,5537.4,57.71,1238.27,1390.7,07/09/2024
S0676,F247,FP0122,M273,Yam,1571.95,307.56,7251.39,1201.29,50.45,1522.38,1755.31,04/04/2024
S0677,F057,FP1138,M893,Maize,1308.1,309.36,8419.66,2746.92,12.2,1061.27,1248.36,14/05/2024
S0678,F054,FP0538,M848,Sorghum,1708.5,162.84,4316.82,3002.6,71.51,1421.34,1638.35,01/02/2024
S0679,F162,FP0814,M452,Rice,1843.58,414.26,4322.84,5369.91,8.91,1374.09,1702.9,04/10/2024
S0680,F125,FP1105,M485,Maize,2621.01,292.75,5955.89,4528.22,29.82,2160.23,2703.08,17/07/2024
S0681,F239,FP0501,M058,Yam,2673.84,173.5,4558.71,1886.63,71.59,2528.17,2992.66,20/10/2024
S0682,F044,FP0027,M794,Maize,1548.25,233.38,6803.1,4590.22,6.11,1493.28,1784.85,14/09/2024
S0683,F097,FP0848,M599,Sorghum,1816.86,371.82,4136.0,6500.63,51.92,1583.15,1905.1,16/03/2024
S0684,F067,FP0413,M546,Cassava,2585.07,231.04,8106.08,722.98,22.35,1902.83,2381.27,18/04/2024
S0685,F287,FP0594,M043,Yam,2159.68,277.96,4594.95,2207.55,45.72,2035.58,2290.51,13/04/2024
S0686,F103,FP1034,M583,Rice,2318.04,140.39,6074.72,4386.62,96.67,2316.14,2838.3,12/06/2024
S0687,F097,FP0074,M627,Yam,1014.99,262.11,3437.41,1462.51,3.4,987.83,1267.22,11/10/2024
S0688,F041,FP0032,M527,Yam,2391.66,357.17,6603.03,4465.97,33.03,1959.26,2282.98,07/01/2024
S0689,F130,FP0639,M292,Yam,1735.23,143.03,160.74,3770.32,45.34,1624.11,1988.9,27/02/2024
S0690,F203,FP0074,M537,Maize,1608.59,148.06,2208.42,3887.02,47.29,1326.01,1497.91,24/02/2024
S0691,F120,FP0609,M657,Sorghum,1438.0,226.32,6131.43,2347.25,20.57,1249.34,1399.51,25/06/2024
S0692,F137,FP0836,M337,Sorghum,1081.73,199.4,5346.61,1565.58,35.42,1042.1,1201.36,07/11/2024
S0693,F149,FP0695,M925,Sorghum,2624.53,283.85,8090.51,6621.33,52.88,2209.63,2506.69,07/11/2024
S0694,F101,FP0557,M082,Rice,1564.88,209.97,5417.01,2760.58,30.97,1415.03,1670.22,19/12/2024
S0695,F047,FP0107,M620,Rice,3138.99,244.53,1934.6,2705.58,144.52,2421.02,3024.22,11/01/2024
S0696,F217,FP1178,M154,Yam,1950.85,252.29,6457.52,903.75,30.33,1563.33,1967.81,22/12/2024
S0697,F298,FP0787,M273,Rice,1582.61,272.37,3794.66,375.02,18.04,1432.98,1854.99,14/08/2024
S0698,F049,FP0567,M666,Sorghum,2361.05,174.47,7387.29,2167.04,86.04,2200.99,2562.33,26/11/2024
S0699,F189,FP0822,M830,Yam,1879.82,280.0,4260.94,2937.59,85.85,1366.23,1623.55,05/09/2024
S0700,F200,FP1181,M487,Sorghum,1720.63,196.8,7650.86,889.78,70.63,1596.48,2033.02,22/03/2024
S0701,F299,FP0666,M090,Sorghum,2092.95,188.43,4198.42,6786.59,42.21,1506.26,1870.65,18/10/2024
S0702,F068,FP0459,M514,Maize,1761.82,218.84,3231.68,882.62,73.37,1248.57,1421.56,07/05/2024
S0703,F269,FP0894,M610,Cassava,1829.88,306.47,5274.95,6134.01,32.97,1299.07,1442.11,20/05/2024
S0704,F234,FP1481,M087,Maize,1485.83,232.98,6505.36,1218.8,29.49,1204.27,1436.51,14/12/2024
S0705,F084,FP1300,M699,Cassava,1890.76,325.05,4974.84,4084.03,56.16,1340.87,1574.84,30/08/2024
S0706,F078,FP0784,M339,Rice,2191.74,270.98,7499.01,1000.83,17.92,1920.1,2246.42,18/12/2024
S0707,F123,FP1270,M734,Sorghum,1625.28,185.92,2954.11,2133.02,4.03,1181.77,1306.44,19/04/2024
S0708,F084,FP1179,M565,Rice,2856.17,337.79,5193.94,2783.57,96.78,2733.74,3361.07,29/11/2024
S0709,F192,FP1411,M378,Maize,1635.53,265.15,6646.39,4024.79,63.81,1345.8,1485.78,30/08/2024
S0710,F149,FP0889,M267,Maize,1877.65,111.59,5820.86,3293.51,56.44,1827.81,2247.25,24/04/2024
S0711,F014,FP0778,M652,Rice,1360.61,315.81,7628.59,3197.5,20.78,1055.45,1330.94,04/08/2024
S0712,F223,FP0883,M769,Cassava,1864.57,227.66,9030.55,4935.97,42.79,1806.11,2294.33,26/08/2024
S0713,F214,FP1145,M132,Sorghum,1601.4,162.84,3001.6,3329.7,49.93,1266.14,1524.59,22/02/2024
S0714,F262,FP0392,M637,Rice,1982.82,196.18,7232.49,5262.07,95.82,1392.34,1809.88,14/10/2024
S0715,F008,FP0636,M309,Maize,1675.32,415.12,6633.68,3892.15,25.0,1498.08,1830.37,03/09/2024
S0716,F253,FP0752,M438,Rice,2218.11,188.27,6506.92,3925.86,71.05,1595.16,2069.99,13/05/2024
S0717,F129,FP0410,M422,Cassava,1677.17,300.31,5307.1,3213.76,54.63,1504.15,1941.01,17/03/2024
S0718,F145,FP1075,M242,Sorghum,2224.81,208.93,4634.35,2316.87,6.32,1902.63,2184.33,25/07/2024
S0719,F070,FP0057,M382,Yam,1208.11,327.97,1941.3,953.95,43.57,1085.07,1341.31,31/05/2024
S0720,F244,FP0352,M972,Maize,2150.75,295.55,3569.87,2085.15,41.75,1672.91,1980.25,25/10/2024
S0721,F032,FP0025,M843,Cassava,2587.69,242.02,4115.99,4981.27,24.57,2361.06,2867.29,17/12/2024
S0722,F287,FP0576,M455,Rice,847.63,154.56,7355.09,2681.13,38.42,729.29,916.7,16/09/2024
S0723,F226,FP0596,M803,Sorghum,1539.57,129.35,4227.09,4359.85,50.62,1216.35,1379.34,02/04/2024
S0724,F072,FP0309,M906,Sorghum,1158.43,332.21,5372.03,4590.89,42.92,913.0,1090.26,03/04/2024
S0725,F089,FP1066,M915,Cassava,886.67,249.87,2715.32,4511.26,29.01,872.55,1116.79,30/06/2024
S0726,F208,FP0833,M140,Rice,1475.84,182.3,6747.26,2954.4,31.03,1131.97,1442.45,09/07/2024
S0727,F013,FP1363,M797,Yam,2263.43,394.3,5166.38,719.74,96.33,1761.33,2041.05,28/01/2024
S0728,F108,FP0668,M594,Maize,1931.6,210.9,7740.09,550.68,91.2,1854.18,2256.01,29/08/2024
S0729,F282,FP0986,M088,Yam,1917.66,202.19,4451.64,2863.61,83.18,1854.05,2225.04,28/09/2024
S0730,F271,FP0997,M397,Cassava,2187.06,284.17,6499.8,3418.9,93.41,1726.7,1918.04,12/04/2024
S0731,F178,FP0655,M362,Yam,1324.54,262.3,9099.15,2571.18,59.13,1063.34,1379.62,14/03/2024
S0732,F143,FP0710,M577,Yam,993.99,185.46,6329.91,1517.75,38.71,790.14,982.25,19/06/2024
S0733,F219,FP0461,M663,Maize,989.44,217.2,4726.13,3587.23,31.39,879.92,999.03,19/08/2024
S0734,F300,FP0357,M256,Cassava,1506.61,309.6,6719.17,3119.7,12.7,1178.26,1475.46,07/09/2024
S0735,F197,FP0482,M878,Yam,2369.78,212.88,4536.35,1010.7,15.33,2217.08,2784.54,20/11/2024
S0736,F075,FP1066,M422,Maize,2483.24,236.37,3177.33,1171.93,59.27,2058.17,2440.59,20/01/2024
S0737,F256,FP0307,M586,Rice,2308.84,293.92,3273.93,565.6,109.68,1985.91,2474.71,28/09/2024
S0738,F004,FP0863,M914,Cassava,1429.4,194.9,4734.87,2441.15,44.79,1082.3,1337.02,25/04/2024
S0739,F101,FP0963,M521,Yam,1079.24,203.33,4599.29,3347.76,6.96,980.01,1145.5,14/09/2024
S0740,F260,FP1449,M255,Rice,2373.02,185.58,8259.28,2440.99,97.75,2080.19,2357.7,28/05/2024
S0741,F167,FP0864,M730,Yam,1678.65,107.7,5446.18,4584.28,43.99,1404.66,1691.29,17/12/2024
S0742,F132,FP0433,M059,Rice,2352.25,197.88,5272.28,931.01,106.01,2349.05,2744.97,06/04/2024
S0743,F168,FP0560,M051,Maize,1659.1,246.89,7318.47,3070.61,67.36,1243.44,1593.32,26/04/2024
S0744,F185,FP1391,M461,Maize,714.57,204.12,4738.53,4657.41,7.55,548.29,711.12,28/10/2024
S0745,F195,FP1238,M369,Maize,621.33,203.95,3468.38,2948.22,22.09,528.99,594.92,11/07/2024
S0746,F044,FP1439,M698,Maize,700.65,332.37,5446.18,4893.73,18.73,674.7,776.69,31/10/2024
S0747,F037,FP0333,M403,Maize,869.02,247.86,3097.46,2094.16,28.4,867.63,1069.26,25/01/2024
S0748,F019,FP0365,M300,Sorghum,1603.53,189.53,3805.27,2268.49,30.49,1454.28,1720.93,09/05/2024
S0749,F055,FP0778,M992,Maize,2029.89,227.76,2341.63,2908.22,70.56,1709.81,1933.15,03/06/2024
S0750,F128,FP0691,M405,Sorghum,1750.55,308.3,5556.7,2236.18,45.54,1446.41,1620.26,06/11/2024
S0751,F213,FP0049,M777,Sorghum,1376.82,199.06,4298.23,1086.31,61.86,1253.21,1483.51,12/11/2024
S0752,F147,FP1330,M673,Cassava,1764.3,290.72,5503.85,1660.85,9.37,1297.33,1456.65,07/11/2024
S0753,F292,FP1402,M620,Cassava,2496.08,262.84,6786.49,2616.84,65.29,1896.83,2186.28,02/07/2024
S0754,F021,FP0092,M127,Yam,1646.92,291.42,5133.04,2051.91,3.24,1500.4,1739.07,16/04/2024
S0755,F277,FP1081,M605,Maize,1644.05,275.93,6107.91,4286.73,19.28,1490.27,1782.56,09/12/2024
S0756,F227,FP0745,M552,Yam,2416.46,263.59,4589.54,1240.27,69.37,1756.04,1970.43,17/03/2024
S0757,F172,FP0109,M866,Maize,947.57,245.18,4680.63,3645.1,3.56,933.2,1172.01,11/05/2024
S0758,F275,FP0211,M504,Rice,2223.47,250.26,5090.98,3837.5,108.65,1986.23,2366.3,25/08/2024
S0759,F017,FP0837,M423,Rice,2728.32,206.28,5894.91,2538.15,119.25,1950.81,2463.16,03/07/2024
S0760,F146,FP1081,M723,Maize,1541.21,219.12,1858.24,5033.36,56.91,1449.48,1685.08,24/01/2024
S0761,F209,FP0641,M335,Rice,1494.57,275.31,4875.26,2733.51,48.36,1050.54,1184.67,02/07/2024
S0762,F076,FP1345,M725,Maize,2521.0,244.72,5050.42,685.32,33.82,2441.23,3151.67,09/07/2024
S0763,F146,FP1051,M732,Yam,1882.15,393.74,7114.03,3298.19,37.72,1777.67,2020.45,19/05/2024
S0764,F038,FP0511,M393,Yam,2615.79,283.54,4238.01,3819.41,62.55,2486.86,3078.68,28/11/2024
S0765,F004,FP0167,M468,Maize,1424.82,152.76,6442.19,2507.83,9.44,1376.14,1559.66,22/03/2024
S0766,F159,FP1303,M816,Sorghum,1631.17,215.47,4735.73,2214.4,39.37,1192.57,1529.17,13/12/2024
S0767,F140,FP0618,M133,Sorghum,1120.71,164.42,5170.24,5392.43,43.66,931.81,1138.92,15/01/2024
S0768,F108,FP0122,M017,Cassava,1861.07,346.17,6558.06,1334.36,67.68,1784.34,2276.8,04/09/2024
S0769,F119,FP0710,M498,Maize,2179.96,347.05,8018.26,3908.41,44.83,2127.9,2388.75,02/02/2024
S0770,F078,FP0326,M690,Sorghum,2054.3,209.88,1558.78,1879.82,72.37,1599.24,1859.67,22/10/2024
S0771,F051,FP0509,M332,Rice,1889.53,270.98,1963.09,2866.14,90.3,1732.95,1983.88,22/09/2024
S0772,F138,FP1255,M600,Cassava,2069.83,215.39,3509.35,1980.4,9.86,1773.7,2199.59,03/09/2024
S0773,F219,FP0717,M723,Sorghum,2624.89,189.71,4551.24,4531.65,50.51,2109.69,2606.01,09/11/2024
S0774,F176,FP0310,M803,Yam,889.93,203.99,5088.72,381.44,6.98,637.52,783.31,10/09/2024
S0775,F141,FP0667,M262,Cassava,2047.35,266.84,2745.01,4691.86,50.33,1967.14,2193.31,18/06/2024
S0776,F249,FP0180,M066,Yam,1877.25,216.44,7440.57,1384.98,20.9,1860.44,2065.22,25/07/2024
S0777,F227,FP1468,M442,Sorghum,1418.74,312.54,5321.77,1616.11,31.51,1340.9,1496.13,17/08/2024
S0778,F057,FP0040,M886,Yam,598.41,365.97,1677.83,3754.88,9.46,434.69,521.49,30/11/2024
S0779,F011,FP0839,M117,Sorghum,768.3,217.79,8896.69,4537.66,1.38,541.91,639.83,01/01/2024
S0780,F075,FP1261,M839,Rice,1473.05,241.91,5811.44,2711.67,70.94,1396.12,1756.82,17/09/2024
S0781,F226,FP0464,M921,Rice,1972.58,180.52,1392.07,3722.94,45.0,1713.58,2109.28,05/07/2024
S0782,F091,FP0750,M070,Rice,1183.11,228.47,6209.37,2550.28,49.95,1121.11,1416.32,13/10/2024
